TIME,germany,spain,uk,d08
1995-07-01,0.003239951384969686,-0.0021232820835983546,0.010546715637337556,0
1995-10-01,-0.0004793033918684131,0.0022390342776787975,0.0042670768217121235,0
1996-01-01,-0.00945303019303978,-0.0005639789497351444,0.010978910679614984,0
1996-04-01,0.013460211679136691,-0.00010176537468886693,0.003017421593446201,0
1996-07-01,0.006425575258278471,0.003352793911911789,0.00466305688789781,0
1996-10-01,0.005205114803469968,-0.005699672479931195,0.005368497852954235,0
1997-01-01,-0.005531393302165455,0.007036489208722685,0.008129611751909849,0
1997-04-01,0.013669834503142297,-0.0013433274944656404,0.011307326121695382,0
1997-07-01,0.003971592552456826,8.103886956867257e-05,0.006955622865385536,0
1997-10-01,0.006738749495159624,0.004601675791340298,0.013066216760915239,0
1998-01-01,0.00853225793061263,-0.004807629605803498,0.005985851176305346,0
1998-04-01,-0.003450360213394177,-0.0013959757293751096,0.007127100983195689,0
1998-07-01,0.00276127553626182,0.003445646617306508,0.006602505701174266,0
1998-10-01,-0.000574600176502571,-0.0011659206248868514,0.009987188720300466,0
1999-01-01,0.00869866729663471,-0.002348357120352418,0.00504178157746793,0
1999-04-01,0.0014803506711356107,0.006817219482041281,0.002439816785425819,0
1999-07-01,0.010639530446047374,-0.002982057307743702,0.015937641385797008,0
1999-10-01,0.012086157628013794,-0.00025495281800402836,0.01278813572615789,0
2000-01-01,0.009878470053678257,0.004127831241405033,0.01112896191841628,0
2000-04-01,0.009973237483777098,-0.003524780499464697,0.006968517340940394,0
2000-07-01,-0.0016370253184945227,-0.001582373846721552,0.003913486986643733,0
2000-10-01,0.0008734136503747436,0.0003447558716036525,0.0034743190926143086,0
2001-01-01,0.016398116604877444,-0.0011208668343627437,0.011175811677908598,0
2001-04-01,0.0007511966466040576,-0.00203249893402635,0.007546858109524379,0
2001-07-01,-0.0030081783110418314,0.0020964183358138655,0.006396484672585245,0
2001-10-01,0.0017202334632013816,-0.0029969905275368802,0.0034381976449413543,0
2002-01-01,-0.0035241458565593575,-0.0012752348514233347,0.003965521149577711,0
2002-04-01,0.0024761240390933636,0.0017665399522126535,0.008064457003307268,0
2002-07-01,0.004827095067751586,-0.0014416572317088594,0.009483045496391895,0
2002-10-01,-0.0021424255626545374,0.0014439950445144234,0.008752000281841532,0
2003-01-01,-0.012382059967814385,0.0023616980986496117,0.007037805915315332,0
2003-04-01,0.00032566347066520507,-0.0031099354893520115,0.00906258992580078,0
2003-07-01,0.004980438810454402,0.0001132424046854652,0.007712520462325401,0
2003-10-01,0.0035577518916873885,0.0034090699984652417,0.0072735320632730804,0
2004-01-01,-0.0001344848980160407,-0.00424136112873974,0.006741756282190536,0
2004-04-01,0.003438195470955918,0.00178274423277891,0.005355675347304967,0
2004-07-01,-0.0017177866667807962,0.002155737153350046,0.0021993365917047925,0
2004-10-01,0.0006444534184151252,-0.0037631564268636453,0.004697263984809297,0
2005-01-01,-0.0016117462008757855,0.0038541637295530506,0.0068235146255641865,0
2005-04-01,0.006645812594397782,0.00010011556282663037,0.010711077626101684,0
2005-07-01,0.007981032636964258,-0.0006646805793870669,0.010116677355556547,0
2005-10-01,0.0034914315046847832,0.000868402073137986,0.014292749779928116,0
2006-01-01,0.009670135988894657,0.00046069092776868104,0.0036458599912378986,0
2006-04-01,0.01587725912126814,-0.0004427963243252009,0.002900696906422695,0
2006-07-01,0.00973327673847102,-0.0005085701535438858,0.001283629668243691,0
2006-10-01,0.013066795442789214,-0.00042457071129398116,0.005712671809584791,0
2007-01-01,0.004418174305346412,0.0007598192772295675,0.009613356993085631,0
2007-04-01,0.007088323639058203,-0.002108361035507045,0.006021441396246274,0
2007-07-01,0.008321783288002038,-3.2427026196657494e-05,0.007610558378800647,0
2007-10-01,0.003250358343004578,0.0005524954251914238,0.007681523012220026,0
2008-01-01,0.008446113606805028,-0.004070897083700231,0.0024913297439077553,1
2008-04-01,-0.002636207987016803,-0.003987559207248026,-0.005581611913093809,1
2008-07-01,-0.003722183716952543,-0.008095631714244433,-0.016965699330212303,1
2008-10-01,-0.01982238143420645,-0.002616843900696608,-0.02278737224401084,1
2009-01-01,-0.04556571921354724,-0.005934171776107888,-0.01581832344988321,1
2009-04-01,0.0007332257095171713,0.006369694685270488,-0.002045757908806678,1
2009-07-01,0.005845401907359715,0.006633072104582638,0.001539809531635683,1
2009-10-01,0.009014401921643156,0.002469397402588669,0.0035266712966048885,1
2010-01-01,0.007782279277160242,0.0036237750797720736,0.003689189280894567,1
2010-04-01,0.020061625041684295,-0.0011108007007312182,0.008007746426521578,1
2010-07-01,0.007893302572224314,-0.0014705964572545582,0.004871321302182707,1
2010-10-01,0.007831485965470009,-0.00039947784826566135,0.0009474146117138815,1
2011-01-01,0.0184667918437178,-0.004038972379419192,0.007445671777514207,1
2011-04-01,0.0017433434165639028,-0.0008218658588621253,0.003403259581272522,1
2011-07-01,0.00405602079285039,0.0013139526486760644,0.008011910817755208,1
2011-10-01,-0.0002891708237360291,-0.0017161657631135085,0.0015207829054375566,1
2012-01-01,0.003872872391777804,-0.003025265889666784,0.0022057233360364137,0
2012-04-01,0.000576172307381384,0.00018729470299483353,-0.0017757529307242947,0
2012-07-01,0.0016302667888314915,0.0022496329990584485,0.009986118618774853,0
2012-10-01,-0.00489894469338914,-0.0037342253207164333,-0.0005523770071924616,0
2013-01-01,-0.00269992445140943,0.005845264678013606,0.006568916296853189,0
2013-04-01,0.009035136007023326,0.0012027546978821135,0.005930933037264552,0
2013-07-01,0.0037246682071589987,0.003128442365101236,0.009206476926339136,0
2013-10-01,0.0032360131217039623,0.0018840642291291232,0.006358551908515864,0
2014-01-01,0.007124825173603355,0.0011829097441751202,0.006105634432998386,0
2014-04-01,-0.0005662249190745428,0.0012085670058450404,0.009303400544606433,0
2014-07-01,0.0018863169865994678,0.001002666509494432,0.006338144197529871,0
2014-10-01,0.006105890236854705,0.0008933600411662468,0.007475957747793416,0
2015-01-01,0.003459061598453772,0.0018932718287842931,0.0036663416969826557,0
2015-04-01,0.00437672146803969,0.001162520207600437,0.006510520912438977,0
2015-07-01,0.003154280245652785,-0.002004356481487335,0.004647084818111935,0
